Time (s);Position_X;Position_Y;norme;vitesse;acceleration
0,0331;0,152666538;0,036411516;0,156948623;-1,911152294;33,76263258
0,0332;0,152589931;0,035907671;0,156757927;-1,906960516;41,91777845
0,0333;0,152511606;0,035407051;0,156567715;-1,902125998;48,34517939
0,0334;0,152431617;0,03490968;0,156378015;-1,896999292;51,26705793
0,0335;0,152349973;0,034415624;0,156188826;-1,891883656;51,15635929
0,0336;0,152266687;0,033924946;0,156000147;-1,886796431;50,87225249
0,0337;0,152181789;0,03343767;0,155811985;-1,881616516;51,7991525
0,0338;0,152095331;0,032953793;0,155624363;-1,876224385;53,92130461
0,0339;0,152007364;0,032473314;0,155437301;-1,870611544;56,12841252
0,034;0,151917922;0,031996241;0,155250811;-1,864902123;57,09421108
0,0341;0,151827145;0,031522538;0,155064994;-1,858168757;67,33365376
0,0342;0,151735123;0,031052348;0,15487994;-1,850539707;76,29050388
0,0343;0,151642003;0,030585795;0,154695791;-1,841489573;90,50133688
0,0344;0,151547936;0,030122954;0,154512683;-1,831083388;104,0618512
0,0345;0,15145303;0,029663844;0,154330697;-1,81986548;112,1790806
0,0346;0,151357364;0,029208436;0,154149876;-1,808204543;116,6093669
0,0347;0,151261001;0,028756699;0,15397025;-1,79625647;119,4807388
0,0348;0,151163988;0,028308642;0,153791841;-1,784093163;121,6330652
0,0349;0,151066368;0,02786431;0,153614672;-1,771691641;124,0152184
0,035;0,1509682;0,027423747;0,15343878;-1,758917335;127,7430584
0,0351;0,150869554;0,026986968;0,153264212;-1,745683746;132,3358927
0,0352;0,1507705;0,026553974;0,15309101;-1,732021437;136,6230915
0,0353;0,150671098;0,026124776;0,152919207;-1,718031928;139,89509
0,0354;0,150571393;0,025699401;0,152748826;-1,703810153;142,2177528
0,0355;0,150471425;0,025277889;0,152579886;-1,689400228;144,0992459
0,0356;0,150371232;0,024860275;0,152412403;-1,674825153;145,7507479
0,0357;0,150270848;0,024446578;0,152246389;-1,660138796;146,863576
0,0358;0,150170303;0,024036804;0,152081846;-1,645436071;147,0272511
0,0359;0,150069613;0,02363095;0,151918763;-1,630821621;146,1444923
0,036;0,14996879;0,023229014;0,151757126;-1,616376022;144,4559928
0,0361;0,149867838;0,022831002;0,151596911;-1,602147309;142,2871322
0,0362;0,149766755;0,022436925;0,151438095;-1,588163549;139,8375994
0,0363;0,14966554;0,022046795;0,15128065;-1,574445658;137,1789104
0,0364;0,149564189;0,021660623;0,151124549;-1,561011291;134,3436639
0,0365;0,149462698;0,021278416;0,150969762;-1,547872251;131,390407
0,0366;0,14936106;0,020900184;0,150816259;-1,535030568;128,4168302
0,0367;0,149259271;0,020525936;0,150664011;-1,522480619;125,4994841
0,0368;0,149157326;0,020155689;0,150512989;-1,510218083;122,6253613
0,0369;0,149055219;0,019789457;0,150363164;-1,498249133;119,6895011
0,037;0,148952943;0,01942725;0,150214504;-1,486594127;116,5500632
0,0371;0,148850488;0,019069074;0,150066976;-1,475283084;113,1104286
0,0372;0,14874784;0,018714937;0,149920542;-1,464346497;109,3658688
0,0373;0,148644984;0,018364845;0,149775161;-1,453808656;105,3784109
0,0374;0,148541901;0,01801881;0,149630792;-1,443685617;101,2303931
0,0375;0,148438574;0,017676841;0,149487394;-1,433985785;96,99831315
0,0376;0,148334981;0,017338948;0,149344922;-1,424711296;92,7448957
0,0377;0,148231106;0,017005139;0,149203336;-1,415859467;88,51828213
0,0378;0,148126929;0,016675423;0,149062594;-1,407425066;84,34401307
0,0379;0,148022432;0,016349808;0,148922654;-1,399403607;80,21459165
0,038;0,147917598;0,016028303;0,148783474;-1,391794031;76,09576222
0,0381;0,147812406;0,015710918;0,148645014;-1,384598927;71,95103704
0,0382;0,147706838;0,01539766;0,148507232;-1,377822219;67,7670809
0,0383;0,147600875;0,015088539;0,148370085;-1,371466249;63,55970078
